ID;gender;age;Style;Category;Artist;Title;area;Year;url;Artist Info URL;;smile;smiledetailed;pitch;roll;yaw;eyes;eyesdetailed;mouth;mouthdetailed;happiness;neutral;sadness
813;Male;59;Renaissance Art;Northern Renaissance;Hans Holbein the Younger;Portrait of Erasmus of Rotterdam;Europe;1523;https://use2-uploads5.wikiart.org/images/hans-holbein-the-younger/portrait-of-erasmus-of-rotterdam-1523.jpg;https://www.wikiart.org/en/hans-holbein-the-younger/portrait-of-erasmus-of-rotterdam-1523;https://www.wikiart.org/en/hans-holbein-the-younger;no;32.236;30.982.013;-4.086.504;26.606.508;open;99.999;closed;0;19.551;78.106;0.01
818;Female;63;Post Renaissance Art;Rococo;Carl-Ludwig Johann Christineck;Teresa Schnee;Africa;1777;https://use2-uploads1.wikiart.org/images/carl-ludwig-johann-christineck/teresa-schnee-1777.jpg;https://www.wikiart.org/en/carl-ludwig-johann-christineck/teresa-schnee-1777;https://www.wikiart.org/en/carl-ludwig-johann-christineck;no;5.156;-0.32737696;60.253.215;20.754.631;open;100;closed;0;79.894;16.472;2.155
824;Female;23;Post Renaissance Art;Rococo;Jean-Marc Nattier;Madame Louise of France;Asia;1748;https://use2-uploads7.wikiart.org/images/jean-marc-nattier/madame-louise-of-france-1748.jpg;https://www.wikiart.org/en/jean-marc-nattier/madame-louise-of-france-1748;https://www.wikiart.org/en/jean-marc-nattier;no;30.01;25.350.888;10.778.601;-62.839.384;open;98.044;closed;0;96.069;3.041;113
828;Female;32;Post Renaissance Art;Realism;Edouard Manet;The Fifer;Australia;1866;https://use2-uploads7.wikiart.org/images/edouard-manet/the-fifer-1866.jpg;https://www.wikiart.org/en/edouard-manet/the-fifer-1866;https://www.wikiart.org/en/edouard-manet;no;3.05;70.820.045;4.359.239;-70.507.793;open;99.994;closed;566;14;4.192;12
839;Male;51;Post Renaissance Art;Neoclassicism;John Trumbull;"Portrait of George Washington and William &#39;Billy&#39; Lee";Europe;1780;https://use2-uploads4.wikiart.org/images/john-trumbull/portrait-of-george-washington-and-william-billy-lee-1780.jpg;https://www.wikiart.org/en/john-trumbull/portrait-of-george-washington-and-william-billy-lee-1780;https://www.wikiart.org/en/john-trumbull;no;1.324;77.698.607;-18.969.237;9.663.105;open;94.772;closed;1.584;102;99.894;3
847;Male;33;Post Renaissance Art;Realism;Camille Corot;Woman Reading in a Landscape;North America;1869;https://use2-uploads3.wikiart.org/images/camille-corot/woman-reading-in-a-landscape.jpg;https://www.wikiart.org/en/camille-corot/woman-reading-in-a-landscape;https://www.wikiart.org/en/camille-corot;no;3.549;1.815.444;-13.683.229;4.536.227;open;78.684;closed;9;121;95.201;4.328
856;Female;30;Post Renaissance Art;Neoclassicism;Domingos Sequeira;Retrato de Conde de Farrobo;Europe;1813;https://use2-uploads2.wikiart.org/images/domingos-sequeira/retrato-de-conde-de-farrobo-1813.jpg;https://www.wikiart.org/en/domingos-sequeira/retrato-de-conde-de-farrobo-1813;https://www.wikiart.org/en/domingos-sequeira;no;1.922;8.639.946;-40.770.817;21.009.727;open;99.714;closed;0.39;173;96.37;1
863;Female;31;Post Renaissance Art;Romanticism;David Allan;James Abercromby of Tullibody, Esq.;North America;1779;https://use2-uploads2.wikiart.org/images/david-allan/james-abercromby-of-tullibody-esq-1779.jpg;https://www.wikiart.org/en/david-allan/james-abercromby-of-tullibody-esq-1779;https://www.wikiart.org/en/david-allan;yes;75.381;58.400.946;19.191.716;5.315.729;open;99.996;closed;3;99.308;427;232
864;Female;43;Renaissance Art;Northern Renaissance;Nicholas Hilliard;Francis Bacon, Viscount St Alban;South America;1578;https://use2-uploads6.wikiart.org/images/nicholas-hilliard/francis-bacon-viscount-st-alban-1578.jpg;https://www.wikiart.org/en/nicholas-hilliard/francis-bacon-viscount-st-alban-1578;https://www.wikiart.org/en/nicholas-hilliard;no;2.943;-14.594.893;-50.306.044;25.532.349;open;99.911;open;99.627;31.996;62.712;4.809
866;Male;26;Post Renaissance Art;Romanticism;Henry Raeburn;The Skating Minister (The Reverend Robert Walker Skating on Duddingston Loch);Europe;1784;https://use2-uploads3.wikiart.org/images/henry-raeburn/portrait-of-the-reverend-robert-walker-skating.jpg;https://www.wikiart.org/en/henry-raeburn/portrait-of-the-reverend-robert-walker-skating;https://www.wikiart.org/en/henry-raeburn;no;352;-29.992.565;-11.921.496;29.841.387;open;99.571;open;96.369;4.559;79.671;79
908;Female;26;Post Renaissance Art;Rococo;Fyodor Rokotov;Portrait of V.N.Surovtseva;Europe;1780;https://use2-uploads2.wikiart.org/images/fyodor-rokotov/portrait-of-v-n-surovtseva.jpg;https://www.wikiart.org/en/fyodor-rokotov/portrait-of-v-n-surovtseva;https://www.wikiart.org/en/fyodor-rokotov;no;9.972;17.686.211;3.178.375;-11.887.629;open;98.817;closed;1;55.017;44.334;167
917;Male;37;Post Renaissance Art;Neoclassicism;Alexandre Jacovleff;Self-portrait;Europe;1917;https://use2-uploads3.wikiart.org/images/alexandre-yevgenievich-jacovleff/self-portrait-1917.jpg;https://www.wikiart.org/en/alexandre-jacovleff/self-portrait-1917;https://www.wikiart.org/en/alexandre-jacovleff;no;439;26.160.538;-29.473.827;-31.231.602;open;99.649;closed;24;0.04;94.296;561
934;Female;67;Post Renaissance Art;Realism;Eduard von Gebhardt;Estonian peasant;Africa;1867;https://use2-uploads2.wikiart.org/images/eduard-von-gebhardt/estonian-peasant-1867.jpg;https://www.wikiart.org/en/eduard-von-gebhardt/estonian-peasant-1867;https://www.wikiart.org/en/eduard-von-gebhardt;no;377;8.282.712;-0.35383454;5.366.132;closed;10.107;closed;409;99;85.727;1.08
947;Female;24;Renaissance Art;High Renaissance;Giovanni Bellini;Naked young woman in front of the mirror;Asia;1515;https://use2-uploads0.wikiart.org/images/giovanni-bellini/naked-young-woman-in-front-of-the-mirror.jpg;https://www.wikiart.org/en/giovanni-bellini/naked-young-woman-in-front-of-the-mirror-1515-1;https://www.wikiart.org/en/giovanni-bellini;no;149;0.48218745;23.389.462;-28.591.904;open;99.989;closed;1;0;100;0
955;Female;35;Renaissance Art;High Renaissance;Giovanni Antonio Boltraffio;Portrait of Gerolamo Casio;Australia;1495;https://use2-uploads2.wikiart.org/images/giovanni-antonio-boltraffio/portrait-of-gerolamo-casio-1495.jpg;https://www.wikiart.org/en/giovanni-antonio-boltraffio/portrait-of-gerolamo-casio-1495;https://www.wikiart.org/en/giovanni-antonio-boltraffio;no;2.521;8.523.123;-15.289.536;7.175.809;open;100;closed;6;5.841;70.197;93
969;Female;23;Post Renaissance Art;Romanticism;Orest Kiprensky;Girl wearing the poppy wreath;Europe;1819;https://use2-uploads2.wikiart.org/images/orest-kiprensky/girl-wearing-the-poppy-wreath-1819.jpg;https://www.wikiart.org/en/orest-kiprensky/girl-wearing-the-poppy-wreath-1819;https://www.wikiart.org/en/orest-kiprensky;no;518;22.572.153;-15.785.879;17.534.601;open;99.997;open;97.095;8.737;84.055;124
970;Male;47;Renaissance Art;Early Renaissance;Pietro Perugino;Polyptych Annunziata (St. Illuminata);North America;XV-XVI cent.;https://use2-uploads2.wikiart.org/images/pietro-perugino/polyptych-annunziata-st-illuminata.jpg;https://www.wikiart.org/en/pietro-perugino/polyptych-annunziata-st-illuminata;https://www.wikiart.org/en/pietro-perugino;no;10.68;-20.010.574;-13.016.684;42.778.458;open;99.663;closed;26;1.743;34.766;453
979;Male;34;Renaissance Art;Northern Renaissance;Albrecht Durer;Self-Portrait;Europe;1498;https://use2-uploads3.wikiart.org/images/albrecht-durer/self-portrait-1498.jpg;https://www.wikiart.org/en/albrecht-durer/self-portrait-1498;https://www.wikiart.org/en/albrecht-durer;no;2.116;14.729.115;-44.331.365;-7.055.661;open;99.713;closed;0;0.43;33.434;7.959
981;Male;29;Renaissance Art;Northern Renaissance;Hugo van der Goes;Portrait Of A Man;North America;1475;https://use2-uploads1.wikiart.org/images/hugo-van-der-goes/portrait-of-a-man-1475.jpg;https://www.wikiart.org/en/hugo-van-der-goes/portrait-of-a-man-1475;https://www.wikiart.org/en/hugo-van-der-goes;no;699;-5.361.267;-45.305.805;-20.909.348;open;100;closed;0;901;27.757;114
1000;Female;63;Post Renaissance Art;Neoclassicism;Louise Elisabeth Vigee Le Brun;Portrait of Madame de Stael as Corinne;Europe;1808;https://use2-uploads8.wikiart.org/images/louise-elisabeth-vigee-le-brun/portrait-of-madame-de-stael-as-corinne-1808.jpg;https://www.wikiart.org/en/louise-elisabeth-vigee-le-brun/portrait-of-madame-de-stael-as-corinne-1808;https://www.wikiart.org/en/louise-elisabeth-vigee-le-brun;no;11.325;-12.074.766;42.806.163;68.383.846;open;100;open;100;98.956;113;0.12
1003;Female;40;Post Renaissance Art;Rococo;William Williams;Deborah Hall;North America;1766;https://use2-uploads4.wikiart.org/images/william-williams/deborah-hall-1766.jpg;https://www.wikiart.org/en/william-williams/deborah-hall-1766;https://www.wikiart.org/en/william-williams;no;13;65.398.192;-24.069.498;14.478.087;open;99.717;closed;1;3;99.986;0
1007;Female;27;Post Renaissance Art;Neoclassicism;Marie-Guillemine Benoist;Portrait of Pauline Bonaparte;Europe;1808;https://use2-uploads2.wikiart.org/images/marie-guillemine-benoist/portrait-of-pauline-bonaparte-1808.jpg;https://www.wikiart.org/en/marie-guillemine-benoist/portrait-of-pauline-bonaparte-1808;https://www.wikiart.org/en/marie-guillemine-benoist;no;35.103;8.773.307;-17.568.749;18.481.323;open;100;closed;41;3.052;95.317;21
1015;Female;47;Post Renaissance Art;Baroque;Anthony van Dyck;James Stuart, Duke Of Richmond And Lennox With His Attributes;Europe;1633;https://use2-uploads7.wikiart.org/images/anthony-van-dyck/james-stuart-duke-of-richmond-and-lennox-with-his-attributes-1634.jpg;https://www.wikiart.org/en/anthony-van-dyck/james-stuart-duke-of-richmond-and-lennox-with-his-attributes-1634;https://www.wikiart.org/en/anthony-van-dyck;yes;233;0.97789013;-55.872.483;3.643.249;open;99.996;closed;1.851;423;91.116;6.905
1018;Female;23;Post Renaissance Art;Rococo;Rosalba Carriera;A Tyrolean Innkeeper;Europe;1728;https://use2-uploads3.wikiart.org/images/rosalba-carriera/a-tyrolean-innkeeper-1728.jpg;https://www.wikiart.org/en/rosalba-carriera/a-tyrolean-innkeeper-1728;https://www.wikiart.org/en/rosalba-carriera;yes;219;46.898.475;-19.921.656;14.184.588;open;99.999;closed;2;4.557;95.321;1
1020;Female;25;Post Renaissance Art;Realism;Camille Corot;The Woman with a Pearl;South America;1868-1870;https://use2-uploads2.wikiart.org/images/camille-corot/the-woman-with-a-pearl-1870.jpg;https://www.wikiart.org/en/camille-corot/the-woman-with-a-pearl-1870;https://www.wikiart.org/en/camille-corot;no;0.16;10.473.006;-72.423.997;20.639.177;open;99.946;closed;0;5;99.982;6
1026;Female;32;Post Renaissance Art;Neoclassicism;John William Godward;Grecian Idyll;Europe;1907;https://use2-uploads0.wikiart.org/images/john-william-godward/grecian-idyll-1907.jpg;https://www.wikiart.org/en/john-william-godward/grecian-idyll-1907;https://www.wikiart.org/en/john-william-godward;no;47;-0.26313132;76.621.194;17.546.841;open;98.084;closed;0.08;4;99.89;97
