ID;gender;age;Style;Category;Artist;Title;area;Year;url;Artist Info URL;;smile;smiledetailed;pitch;roll;yaw;eyes;eyesdetailed;mouth;mouthdetailed;happiness;neutral;sadness
58;Female;45;Post Renaissance Art;Baroque;Judith Leyster;A Youth with a Jug;Europe;1629;https://use2-uploads3.wikiart.org/images/judith-leyster/a-youth-with-a-jug.jpg;https://www.wikiart.org/en/judith-leyster;;yes;99.695;23.591816;-10.837547;18.185505;open;99.919;closed;0;5.045;6;3.055
59;Male;22;Post Renaissance Art;Neoclassicism;Franz Xaver Winterhalter;Portrait of Leonilla, Princess of Sayn Wittgenstein;Europe;1843;https://use2-uploads0.wikiart.org/images/franz-xaver-winterhalter/portrait-of-leonilla-princess-of-sayn-wittgenstein.jpg;https://www.wikiart.org/en/franz-xaver-winterhalter;;no;2.038;2.6661506;5.5369806;-28.969099;open;99.656;closed;4.118;219;58.884;31
62;Female;29;Post Renaissance Art;Rococo;Fyodor Rokotov;Portrait of Count Alexey Bobrinsky as a Child;Europe;1760;https://use2-uploads0.wikiart.org/images/fyodor-rokotov/portrait-of-a-g-bobrinsky-in-his-childhood.jpg;https://www.wikiart.org/en/fyodor-rokotov;;yes;88.649;2.6309955;2.419659;13.415312;open;99.993;closed;2;98.663;1.331;1
64;Male;25;Post Renaissance Art;Romanticism;Henry Raeburn;General Sir William Maxwell;Europe;1700;https://use2-uploads2.wikiart.org/images/henry-raeburn/general-sir-william-maxwell.jpg;https://www.wikiart.org/en/henry-raeburn;;yes;219;-2.5207326;4.047352;19.750616;open;99.843;closed;5;2.597;97.398;2
65;Female;31;Post Renaissance Art;Romanticism;John Hoppner;Jane Elizabeth, Countess of Oxford;Europe;1797;https://use2-uploads3.wikiart.org/images/john-hoppner/jane-elizabeth-countess-of-oxford-1797.jpg;https://www.wikiart.org/en/john-hoppner;;yes;731;0.6978336;11.398715;-51.495007;open;97.635;closed;5;3.325;96.641;5
66;Female;34;Post Renaissance Art;Rococo;Rosalba Carriera;Lady in a Turkish Costume (Felicita Sartori);Europe;1728;https://use2-uploads7.wikiart.org/images/rosalba-carriera/lady-in-a-turkish-costume-felicita-sartori-1728.jpg;https://www.wikiart.org/en/rosalba-carriera;;no;9.837;3.4732335;-18.548817;9.010399;open;99.997;closed;4;20.432;32.659;32.848
68;Female;30;Post Renaissance Art;Romanticism;"Pierre-Paul Prud&#39;hon";Portrait of Constance Mayer;Europe;1804;https://use2-uploads5.wikiart.org/images/pierre-paul-prud-hon/portrait-of-constance-mayer-1804.jpg;https://www.wikiart.org/en/pierre-paul-prud-hon;;yes;96.09;11.037566;-17.758488;-6.06178;open;83.308;closed;0;85.954;22;1.518
71;Female;31;Post Renaissance Art;Romanticism;Vasily Tropinin;Boy with a Dead Goldfinch;Europe;1829;https://use2-uploads7.wikiart.org/images/vasily-tropinin/boy-with-a-dead-goldfinch-1829.jpg;https://www.wikiart.org/en/vasily-tropinin;;no;4.216;-1.0028118;10.061953;-37.44836;open;95.97;open;60.516;18;99.353;0.23
72;Male;49;Post Renaissance Art;Realism;Adolph Menzel;Portrait of Paul Johann Ludwig von Heyse;Europe;1853;https://use2-uploads5.wikiart.org/images/adolph-menzel/portrait-of-paul-johann-ludwig-von-heyse-1853(1).jpg;https://www.wikiart.org/en/adolph-menzel;;yes;496;-0.24884598;1.2650731;21.96937;open;100;closed;0;91;99.667;19
74;Male;30;Post Renaissance Art;Rococo;Jean-Baptiste-Simeon Chardin;Boy with a Top;Europe;1735;https://use2-uploads4.wikiart.org/images/jean-baptiste-simeon-chardin/boy-with-a-top.jpg;https://www.wikiart.org/en/jean-baptiste-simeon-chardin;;yes;269;10.583779;-12.378269;54.5209;closed;23.653;closed;1.183;28;99.499;423
75;Female;51;Post Renaissance Art;Rococo;Giovanni Battista Tiepolo;Apollo and Diana;Europe;1757;https://use2-uploads8.wikiart.org/images/giovanni-battista-tiepolo/apollo-and-diana-1757.jpg;https://www.wikiart.org/en/giovanni-battista-tiepolo;;yes;615;7.2540913;17.834839;20.69632;open;100;open;78.43;91;93.648;4.488
76;Male;55;Post Renaissance Art;Baroque;Adriaen Brouwer;Youth Making a Face;Europe;1633;https://use2-uploads5.wikiart.org/images/adriaen-brouwer/youth-making-a-face.jpg;https://www.wikiart.org/en/adriaen-brouwer;;no;16.721;7.9757376;-15.70117;-5.918459;open;99.892;closed;0;6.67;80.093;122
78;Male;44;Post Renaissance Art;Realism;Theodore Gericault;Portrait of a Kleptomaniac;Europe;1819;https://use2-uploads2.wikiart.org/images/theodore-gericault/portrait-of-a-kleptomaniac-1822.jpg;https://www.wikiart.org/en/theodore-gericault;;no;2.306;4.0956135;-6.661321;-5.6663156;open;99.999;closed;0;27;96.887;13
79;Female;34;Post Renaissance Art;Romanticism;Henry Raeburn;Portrait of Mrs. E. Bethune;Europe;1750;https://use2-uploads0.wikiart.org/images/henry-raeburn/portrait-of-mrs-e-bethune.jpg;https://www.wikiart.org/en/henry-raeburn;;no;2.064;-0.72844046;3.5680437;-23.465384;open;99.994;closed;1;4.459;95.271;168
80;Male;72;Post Renaissance Art;Realism;Fyodor Bronnikov;The old beggar;Europe;1869;https://use2-uploads6.wikiart.org/images/fyodor-bronnikov/the-old-beggar-1869.jpg;https://www.wikiart.org/en/fyodor-bronnikov;;no;2.636;2.8890166;3.631402;-5.7240853;open;94.107;closed;0;7.544;36.043;3.842
83;Male;49;Post Renaissance Art;Realism;Ivan Kramskoy;Portrait of Leo Tolstoy;Europe;1873;https://use2-uploads3.wikiart.org/images/ivan-kramskoy/portrait-of-leo-tolstoy-1873.jpg;https://www.wikiart.org/en/ivan-kramskoy;;yes;84;5.5631146;-4.171719;10.590696;open;99.99;closed;1;19;2.902;1
85;Female;36;Post Renaissance Art;Romanticism;"Pierre-Paul Prud&#39;hon";The King of Rome;Europe;1811;https://use2-uploads3.wikiart.org/images/pierre-paul-prud-hon/the-king-of-rome-1811.jpg;https://www.wikiart.org/en/pierre-paul-prud-hon;;yes;479;-1.5118614;53.37447;5.3202505;closed;6.682;closed;7.266;14;99.383;287
88;Female;21;Post Renaissance Art;Rococo;Anne Vallayer-Coster;Portrait of Marie Antoinette;Europe;1780;https://use2-uploads6.wikiart.org/images/anne-vallayer-coster/portrait-of-marie-antoinette-1780.jpg;https://www.wikiart.org/en/anne-vallayer-coster;;no;3.536;3.709964;2.0132926;-19.24806;open;99.893;closed;1;46.304;52.27;75
89;Female;32;Post Renaissance Art;Neoclassicism;Louise Elisabeth Vigee Le Brun;Lady Hamilton;Europe;1750;https://use2-uploads5.wikiart.org/images/louise-elisabeth-vigee-le-brun/lady-hamilton.jpg;https://www.wikiart.org/en/louise-elisabeth-vigee-le-brun;;yes;88.342;3.4603472;24.37748;26.966848;open;99.1;open;879;97.835;2.08;9
91;Male;31;Post Renaissance Art;Rococo;Antoine Pesne;Frederick II of Prussia;Europe;1757;https://use2-uploads3.wikiart.org/images/antoine-pesne/frederick-ii-of-prussia-1757.jpg;https://www.wikiart.org/en/antoine-pesne;;yes;725;1.5407319;0.26310143;21.413532;open;99.942;open;82.537;913;97.853;15
92;Female;68;Post Renaissance Art;Romanticism;Charles Turner;"Catherine Whitmore (n&#233;e Thomason)";Europe;1810;https://use2-uploads3.wikiart.org/images/charles-turner/catherine-whitmore-n-e-thomason-1810.jpg;https://www.wikiart.org/en/charles-turner;;yes;367;1.4503591;5.192284;-13.134574;open;99.954;closed;0;202;99.76;0.01
93;Female;25;Post Renaissance Art;Rococo;Louise Elisabeth Vigee Le Brun;Queen Marie Antoinette of France;Europe;1783;https://use2-uploads2.wikiart.org/images/louise-elisabeth-vigee-le-brun/queen-marie-antoinette-of-france-1783.jpg;https://www.wikiart.org/en/louise-elisabeth-vigee-le-brun;;no;12.449;0.4369033;0.63840497;-22.115654;open;99.434;closed;56.701;83.004;16.301;33
94;Male;24;Post Renaissance Art;Neoclassicism;Pierre-Narcisse Guerin;Portrait of Louis du Vergier;Europe;1819;https://use2-uploads8.wikiart.org/images/pierre-narcisse-guerin/portrait-of-louis-du-vergier-1819.jpg;https://www.wikiart.org/en/pierre-narcisse-guerin;;yes;543;-5.2992916;-7.077303;30.358591;open;98.85;closed;0;95;96.916;71
95;Male;28;Post Renaissance Art;Rococo;Allan Ramsay;Mary Digges (1737-1829) Lady Robert Manners;Europe;1700;https://use2-uploads6.wikiart.org/images/allan-ramsay/mary-digges-1737-1829-lady-robert-manners.jpg;https://www.wikiart.org/en/allan-ramsay;;no;2.856;2.7159426;4.842083;-19.325686;open;98.681;closed;1.813;1.749;98.251;0
96;Female;31;Post Renaissance Art;Rococo;Fyodor Rokotov;Portrait of Alexandra Struiskaya;Europe;1772;https://use2-uploads8.wikiart.org/images/fyodor-rokotov/portrait-of-alexandra-struiskaya.jpg;https://www.wikiart.org/en/fyodor-rokotov;;no;6.363;1.2477466;2.7089167;10.68935;open;99.999;closed;0;16.507;80.249;39
98;Male;63;Post Renaissance Art;Baroque;Cornelis de Vos;Portrait of Elisabeth Mertens and her Late Husband;Europe;1630;https://use2-uploads0.wikiart.org/images/cornelis-de-vos/portrait-of-elisabeth-mertens-and-her-late-husband.jpg;https://www.wikiart.org/en/cornelis-de-vos;;no;75;-8.71002;4.162196;16.696598;open;99.501;closed;4.03;7;76.188;23.379
99;Male;19;Post Renaissance Art;Neoclassicism;Anton Raphael Mengs;Carlos IV, Prince of Asturias;Europe;1765;https://use2-uploads2.wikiart.org/00118/images/anton-raphael-mengs/carlos-iv-prince-of-asturias-1765.jpg;https://www.wikiart.org/en/anton-raphael-mengs;;no;2.175;3.016782;-0.936629;-17.914913;open;99.974;closed;0;622;98.848;349
100;Female;51;Post Renaissance Art;Rococo;Allan Ramsay;Portrait of Augusta of Saxe Gotha, Princess of Wales;Europe;1780;https://use2-uploads7.wikiart.org/images/allan-ramsay/portrait-of-augusta-of-saxe-gotha-princess-of-wales.jpg;https://www.wikiart.org/en/allan-ramsay;;no;1.003;-1.7690063;-0.4410616;41.353676;open;64.405;closed;4;64;14.435;4.047
101;Female;42;Post Renaissance Art;Rococo;Fyodor Rokotov;Portrait of an Unknown Man in a Cocked Hat;Europe;1770;https://use2-uploads0.wikiart.org/images/fyodor-rokotov/portrait-of-an-unknown-man-in-a-cocked-hat.jpg;https://www.wikiart.org/en/fyodor-rokotov;;no;87.016;1.0328578;0.5650869;9.397067;open;99.999;open;237;20.883;76.514;2.091
103;Male;47;Post Renaissance Art;Romanticism;Charles Turner;Henry Rich, 1st Earl of Holland;Europe;1810;https://use2-uploads2.wikiart.org/images/charles-turner/henry-rich-1st-earl-of-holland-1810.jpg;https://www.wikiart.org/en/charles-turner;;no;57.203;0.39576763;-0.56462204;-14.62686;open;99.99;closed;0;3.797;31.157;47
104;Male;46;Post Renaissance Art;Rococo;Thomas Gainsborough;John Plampin;Europe;1753;https://use2-uploads2.wikiart.org/images/thomas-gainsborough/john-plampin.jpg;https://www.wikiart.org/en/thomas-gainsborough;;no;70.02;0.7898174;2.2639706;-14.445996;open;42.236;closed;2.12;11.429;79.145;9.001
105;Male;70;Post Renaissance Art;Baroque;Jacob Jordaens;Portrait of Johan Wierts;Europe;1635;https://use2-uploads5.wikiart.org/images/jacob-jordaens/portrait-of-johan-wierts-1635.jpg;https://www.wikiart.org/en/jacob-jordaens;;no;0.45;9.940434;-8.173816;-2.8160605;open;99.997;closed;18.733;569;72.547;19
106;Male;54;Post Renaissance Art;Romanticism;John Simpson ;Captain Peter Heywood;Europe;1822;https://use2-uploads0.wikiart.org/images/john-simpson/captain-peter-heywood-1822.jpg;https://www.wikiart.org/en/john-simpson;;no;0;5.4069657;-11.638098;19.252981;open;99.993;closed;5;12;99.568;318
107;Male;38;Post Renaissance Art;Rococo;Allan Ramsay;"The painter&#39;s wife, Margaret Lindsay";Europe;1700;https://use2-uploads0.wikiart.org/images/allan-ramsay/the-painter-s-wife-margaret-lindsay.jpg;https://www.wikiart.org/en/allan-ramsay;;no;3.319;6.426038;2.8014798;-33.767868;open;99.98;closed;3.609;61;99.914;15
108;Male;50;Post Renaissance Art;Neoclassicism;William-Adolphe Bouguereau;Portrait of the Artist;Europe;1879;https://use2-uploads6.wikiart.org/images/william-adolphe-bouguereau/portrait-of-the-artist-1879.jpg;https://www.wikiart.org/en/william-adolphe-bouguereau;;no;1;-0.7993677;-5.5747323;30.45738;open;99.851;closed;57;1;99.339;575
109;Male;68;Post Renaissance Art;Realism;George Catlin;See-non-ty-a, an Iowa Medicine Man;North America;1845;https://use2-uploads4.wikiart.org/images/george-catlin/see-non-ty-a-an-iowa-medicine-man-1845.jpg;https://www.wikiart.org/en/george-catlin;;no;1.458;-4.2340655;-5.0872035;-0.87711835;open;99.998;closed;0;2;1.217;98.707
110;Female;58;Post Renaissance Art;Romanticism;Charles Turner;"Elizabeth Cromwell (n&#233;e Steward)";Europe;1810;https://use2-uploads4.wikiart.org/images/charles-turner/elizabeth-cromwell-n-e-steward-1810-1.jpg;https://www.wikiart.org/en/charles-turner;;no;66;-1.1992582;2.3230805;-28.723816;open;100.0;closed;25.403;1.932;46.072;51.228
112;Female;40;Post Renaissance Art;Baroque;Francisco de Zurbaran;St. Rufina of Seville;Europe;1635;https://use2-uploads5.wikiart.org/images/francisco-zurbaran/st-rufina-of-seville-1640.jpg;https://www.wikiart.org/en/francisco-de-zurbaran;;no;56;1.2912772;25.067797;34.993576;open;99.82;closed;0;7;99.889;1
113;Male;77;Post Renaissance Art;Rococo;Rosalba Carriera;Portrait of a Gentleman in Red;Europe;1739;https://use2-uploads4.wikiart.org/images/rosalba-carriera/portrait-of-a-gentleman-in-red-1739.jpg;https://www.wikiart.org/en/rosalba-carriera;;no;0.3;0.5269474;2.3300235;21.076027;open;100.0;closed;32;6;99.993;0
114;Male;26;Post Renaissance Art;Romanticism;John Hoppner;Captain Peter Parker;Europe;1808;https://use2-uploads8.wikiart.org/images/john-hoppner/captain-peter-parker-1808.jpg;https://www.wikiart.org/en/john-hoppner;;no;3.046;-3.4052958;3.713415;43.03248;open;99.951;closed;0;25;99.961;3
115;Female;27;Post Renaissance Art;Rococo;Giovanni Battista Tiepolo;A Young Woman With a Macaw;Europe;1758;https://use2-uploads4.wikiart.org/images/giovanni-battista-tiepolo/a-young-woman-with-a-macaw.jpg;https://www.wikiart.org/en/giovanni-battista-tiepolo;;yes;943;6.239774;20.698812;27.397848;open;99.998;closed;4;3;99.036;2
